-8.483782410621643066e-01 -5.100913643836975098e-01 -1.416375786066055298e-01
-7.971506714820861816e-01 -5.449033379554748535e-01 -2.600599229335784912e-01
-3.612226247787475586e-01 -9.205119609832763672e-01 1.489159315824508667e-01
-5.079082250595092773e-01 -8.594522476196289062e-01 -5.806134268641471863e-02
-7.568517923355102539e-01 -6.384205222129821777e-01 1.399802416563034058e-01
-5.025979280471801758e-01 -7.902401685714721680e-01 3.505933880805969238e-01
-7.488107085227966309e-01 -6.343430280685424805e-01 1.920713335275650024e-01
-6.122614741325378418e-01 -6.728431582450866699e-01 4.152325391769409180e-01
-9.470909833908081055e-01 2.104581296443939209e-01 -2.423343807458877563e-01
-8.892344236373901367e-01 2.665319144725799561e-01 -3.717834651470184326e-01
-8.473120927810668945e-01 -4.190091788768768311e-01 -3.263332843780517578e-01
-8.676549792289733887e-01 -4.971067607402801514e-01 -7.730419747531414032e-03
-9.736065864562988281e-01 6.562859565019607544e-02 -2.185936272144317627e-01
-7.794777154922485352e-01 -6.146168708801269531e-01 -1.210807934403419495e-01
-9.881359934806823730e-01 -1.096827536821365356e-01 -1.075031235814094543e-01
-9.987325072288513184e-01 5.001622065901756287e-02 5.624955520033836365e-03
-9.950683116912841797e-01 -7.145654410123825073e-02 6.879639625549316406e-02
-9.904522299766540527e-01 1.147462725639343262e-01 7.640561461448669434e-02
-5.533243417739868164e-01 -6.372092962265014648e-01 5.364667177200317383e-01
-8.915874361991882324e-01 -1.269843131303787231e-01 4.346801936626434326e-01
-6.933121085166931152e-01 -4.652229547500610352e-01 5.503506660461425781e-01
-9.179791808128356934e-01 3.303451240062713623e-01 -2.195141166448593140e-01
-8.939765095710754395e-01 3.599532246589660645e-01 -2.669077217578887939e-01
-9.585645198822021484e-01 2.023795843124389648e-01 -2.004909366369247437e-01
-9.032920002937316895e-01 3.920100629329681396e-01 -1.743322163820266724e-01
-8.925135135650634766e-01 4.479645490646362305e-01 5.241457372903823853e-02
-8.519760966300964355e-01 5.137951374053955078e-01 1.007526889443397522e-01
-7.823703885078430176e-01 6.225517392158508301e-01 1.805713586509227753e-02
-8.475520610809326172e-01 5.144175887107849121e-01 1.304993033409118652e-01
-8.665757179260253906e-01 -4.404634833335876465e-01 2.346027344465255737e-01
-8.366160988807678223e-01 3.851888179779052734e-01 3.894909620285034180e-01
-7.619883418083190918e-01 -5.018513798713684082e-01 4.092907905578613281e-01
-6.736804842948913574e-01 6.736804842948913574e-01 3.038243949413299561e-01
-8.340150117874145508e-01 -2.560169696807861328e-01 4.887475669384002686e-01
-7.249803543090820312e-01 3.575795590877532959e-01 -5.886767506599426270e-01
-7.379401922225952148e-01 6.688787341117858887e-01 8.969647437334060669e-02
-6.425529122352600098e-01 6.871490478515625000e-01 -3.390455543994903564e-01
-7.188897132873535156e-01 6.587023735046386719e-01 2.220557928085327148e-01
-6.440632343292236328e-01 7.250335812568664551e-01 2.439444810152053833e-01
-6.093629002571105957e-01 7.918871045112609863e-01 3.989426419138908386e-02
-7.190698981285095215e-01 6.930796504020690918e-01 -5.078424885869026184e-02
-8.427946567535400391e-01 5.382344722747802734e-01 -9.325832361355423927e-04
-9.034671187400817871e-01 4.177899658679962158e-01 9.590994566679000854e-02
-8.381650447845458984e-01 4.463214576244354248e-01 3.134908974170684814e-01
-6.217631101608276367e-01 7.830274701118469238e-01 1.669182069599628448e-02
-6.960753798484802246e-01 -4.927917420864105225e-01 -5.221449732780456543e-01
-4.105853736400604248e-01 -6.447814702987670898e-01 -6.447298526763916016e-01
